Year,Ranking,Income Concept,"NIPA Table 2.9, line Number",Quantile or Summary Metric,Value
2012,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,70-80%,0.106
2012,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,80-90%,0.127
2012,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,90-100%,0.370
2012,Equivalized Personal Income,Taxes,12.0,0-10%,0.001
2012,Equivalized Personal Income,Taxes,12.0,10-20%,0.005
2012,Equivalized Personal Income,Taxes,12.0,20-30%,0.009
2012,Equivalized Personal Income,Taxes,12.0,30-40%,0.014
2012,Equivalized Personal Income,Taxes,12.0,40-50%,0.023
2012,Equivalized Personal Income,Taxes,12.0,50-60%,0.036
2012,Equivalized Personal Income,Taxes,12.0,60-70%,0.057
2012,Equivalized Personal Income,Taxes,12.0,70-80%,0.087
2012,Equivalized Personal Income,Taxes,12.0,80-90%,0.137
2012,Equivalized Personal Income,Taxes,12.0,90-100%,0.629
2012,,Compensation of employees,23.0,Total ($Billions),8567
2012,,"Contributions for government social insurance, domestic",33.0,Total ($Billions),951
2012,,Disposable personal income,13.0,Total ($Billions),12408
2012,,Government social benefits,30.0,Total ($Billions),2300
2012,,Household current transfer receipts,29.0,Total ($Billions),2410
2012,,Household current transfer receipts from business (net),31.0,Total ($Billions),24
2012,,Household current transfer receipts from nonprofit institutions,32.0,Total ($Billions),86
2012,,Household dividend income,28.0,Total ($Billions),805
2012,,Household income,22.0,Total ($Billions),13911
2012,,Household income receipts on assets,26.0,Total ($Billions),2057
2012,,Household interest income,27.0,Total ($Billions),1252
2012,,Personal income,1.0,Total ($Billions),13918
2012,,Proprietors' income with inventory valuation,24.0,Total ($Billions),1300
2012,,Rental income of households with capital consumption adjustment,25.0,Total ($Billions),526
2012,,Taxes,12.0,Total ($Billions),1510
2012,,Unweighted Observations,,Total,74774
2012,,Weighted Observations,,Total,122459424
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,0-10%,0.011
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,10-20%,0.028
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,20-30%,0.035
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,30-40%,0.046
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,40-50%,0.062
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,50-60%,0.077
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,60-70%,0.102
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,70-80%,0.133
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,80-90%,0.173
2013,Equivalized Disposable Personal Income,Compensation of employees,23.0,90-100%,0.334
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.010
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.029
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.037
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.047
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.063
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.078
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.105
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.136
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.180
2013,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.316
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-10%,0.019
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-20%,0.057
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,10-20%,0.038
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-30%,0.048
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-40%,0.105
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,30-40%,0.057
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-50%,0.068
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-60%,0.147
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,50-60%,0.079
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-70%,0.094
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-80%,0.207
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,70-80%,0.112
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-100%,0.484
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-90%,0.141
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,90-100%,0.343
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Bottom 5%,0.006
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 50/10 Ratio,2.19
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 80/20 Ratio,2.73
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/10 Ratio,4.97
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/50 Ratio,2.27
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized Gini,0.416
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean ($2017),105220.63
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean (Nominal),100781.37
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median ($2017),75682.23
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median (Nominal),72489.20
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 1%,0.133
2013,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 5%,0.249
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,0-10%,0.059
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,10-20%,0.098
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,20-30%,0.116
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,30-40%,0.125
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,40-50%,0.122
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,50-60%,0.120
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,60-70%,0.109
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,70-80%,0.093
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,80-90%,0.082
2013,Equivalized Disposable Personal Income,Government social benefits,30.0,90-100%,0.078
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,0-10%,0.063
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,10-20%,0.097
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,20-30%,0.114
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,30-40%,0.122
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,40-50%,0.120
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,50-60%,0.118
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,60-70%,0.107
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,70-80%,0.093
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,80-90%,0.083
2013,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,90-100%,0.084
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.017
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.035
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.043
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.052
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.063
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.074
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.090
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.109
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.140
2013,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.378
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.198
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.083
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.080
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.071
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.090
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.057
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.065
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.093
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.103
2013,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.161
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,0-10%,0.003
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,10-20%,0.005
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,20-30%,0.008
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,30-40%,0.012
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,40-50%,0.021
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,50-60%,0.030
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,60-70%,0.046
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,70-80%,0.067
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,80-90%,0.108
2013,Equivalized Disposable Personal Income,Household dividend income,28.0,90-100%,0.700
2013,Equivalized Disposable Personal Income,Household income,22.0,0-10%,0.018
2013,Equivalized Disposable Personal Income,Household income,22.0,10-20%,0.035
2013,Equivalized Disposable Personal Income,Household income,22.0,20-30%,0.043
2013,Equivalized Disposable Personal Income,Household income,22.0,30-40%,0.052
2013,Equivalized Disposable Personal Income,Household income,22.0,40-50%,0.063
2013,Equivalized Disposable Personal Income,Household income,22.0,50-60%,0.074
2013,Equivalized Disposable Personal Income,Household income,22.0,60-70%,0.090
2013,Equivalized Disposable Personal Income,Household income,22.0,70-80%,0.109
2013,Equivalized Disposable Personal Income,Household income,22.0,80-90%,0.140
2013,Equivalized Disposable Personal Income,Household income,22.0,90-100%,0.376
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,0-10%,0.005
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,10-20%,0.009
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,20-30%,0.012
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,30-40%,0.017
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,40-50%,0.028
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,50-60%,0.041
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,60-70%,0.059
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,70-80%,0.080
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,80-90%,0.126
2013,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,90-100%,0.622
2013,Equivalized Disposable Personal Income,Household interest income,27.0,0-10%,0.007
2013,Equivalized Disposable Personal Income,Household interest income,27.0,10-20%,0.011
2013,Equivalized Disposable Personal Income,Household interest income,27.0,20-30%,0.015
2013,Equivalized Disposable Personal Income,Household interest income,27.0,30-40%,0.021
2013,Equivalized Disposable Personal Income,Household interest income,27.0,40-50%,0.033
2013,Equivalized Disposable Personal Income,Household interest income,27.0,50-60%,0.048
2013,Equivalized Disposable Personal Income,Household interest income,27.0,60-70%,0.067
2013,Equivalized Disposable Personal Income,Household interest income,27.0,70-80%,0.089
2013,Equivalized Disposable Personal Income,Household interest income,27.0,80-90%,0.138
2013,Equivalized Disposable Personal Income,Household interest income,27.0,90-100%,0.572
2013,Equivalized Disposable Personal Income,Personal income,1.0,0-10%,0.017
2013,Equivalized Disposable Personal Income,Personal income,1.0,0-20%,0.051
2013,Equivalized Disposable Personal Income,Personal income,1.0,10-20%,0.035
2013,Equivalized Disposable Personal Income,Personal income,1.0,20-30%,0.043
2013,Equivalized Disposable Personal Income,Personal income,1.0,20-40%,0.095
2013,Equivalized Disposable Personal Income,Personal income,1.0,30-40%,0.052
2013,Equivalized Disposable Personal Income,Personal income,1.0,40-50%,0.063
2013,Equivalized Disposable Personal Income,Personal income,1.0,40-60%,0.137
2013,Equivalized Disposable Personal Income,Personal income,1.0,50-60%,0.074
2013,Equivalized Disposable Personal Income,Personal income,1.0,60-70%,0.090
2013,Equivalized Disposable Personal Income,Personal income,1.0,60-80%,0.199
2013,Equivalized Disposable Personal Income,Personal income,1.0,70-80%,0.109
2013,Equivalized Disposable Personal Income,Personal income,1.0,80-100%,0.518
2013,Equivalized Disposable Personal Income,Personal income,1.0,80-90%,0.140
2013,Equivalized Disposable Personal Income,Personal income,1.0,90-100%,0.378
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,0-10%,-0.003
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,10-20%,0.003
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,20-30%,0.005
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,30-40%,0.008
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,40-50%,0.014
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,50-60%,0.018
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,60-70%,0.032
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,70-80%,0.046
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,80-90%,0.077
2013,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,90-100%,0.800
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,0-10%,0.015
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,10-20%,0.034
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,20-30%,0.049
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,30-40%,0.062
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,40-50%,0.072
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,50-60%,0.084
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,60-70%,0.094
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,70-80%,0.109
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,80-90%,0.133
2013,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,90-100%,0.350
2013,Equivalized Disposable Personal Income,Taxes,12.0,0-10%,0.002
2013,Equivalized Disposable Personal Income,Taxes,12.0,10-20%,0.007
2013,Equivalized Disposable Personal Income,Taxes,12.0,20-30%,0.011
2013,Equivalized Disposable Personal Income,Taxes,12.0,30-40%,0.016
2013,Equivalized Disposable Personal Income,Taxes,12.0,40-50%,0.025
2013,Equivalized Disposable Personal Income,Taxes,12.0,50-60%,0.037
2013,Equivalized Disposable Personal Income,Taxes,12.0,60-70%,0.057
2013,Equivalized Disposable Personal Income,Taxes,12.0,70-80%,0.084
2013,Equivalized Disposable Personal Income,Taxes,12.0,80-90%,0.132
2013,Equivalized Disposable Personal Income,Taxes,12.0,90-100%,0.631
2013,Equivalized Personal Income,Compensation of employees,23.0,0-10%,0.010
2013,Equivalized Personal Income,Compensation of employees,23.0,10-20%,0.025
2013,Equivalized Personal Income,Compensation of employees,23.0,20-30%,0.033
2013,Equivalized Personal Income,Compensation of employees,23.0,30-40%,0.044
2013,Equivalized Personal Income,Compensation of employees,23.0,40-50%,0.060
2013,Equivalized Personal Income,Compensation of employees,23.0,50-60%,0.078
2013,Equivalized Personal Income,Compensation of employees,23.0,60-70%,0.103
2013,Equivalized Personal Income,Compensation of employees,23.0,70-80%,0.134
2013,Equivalized Personal Income,Compensation of employees,23.0,80-90%,0.176
2013,Equivalized Personal Income,Compensation of employees,23.0,90-100%,0.338
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.010
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.027
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.034
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.044
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.060
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.079
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.106
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.138
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.183
2013,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.320
2013,Equivalized Personal Income,Disposable personal income,13.0,0-10%,0.019
2013,Equivalized Personal Income,Disposable personal income,13.0,0-20%,0.057
2013,Equivalized Personal Income,Disposable personal income,13.0,10-20%,0.038
2013,Equivalized Personal Income,Disposable personal income,13.0,20-30%,0.048
2013,Equivalized Personal Income,Disposable personal income,13.0,20-40%,0.105
2013,Equivalized Personal Income,Disposable personal income,13.0,30-40%,0.057
2013,Equivalized Personal Income,Disposable personal income,13.0,40-50%,0.068
2013,Equivalized Personal Income,Disposable personal income,13.0,40-60%,0.148
2013,Equivalized Personal Income,Disposable personal income,13.0,50-60%,0.080
2013,Equivalized Personal Income,Disposable personal income,13.0,60-70%,0.094
2013,Equivalized Personal Income,Disposable personal income,13.0,60-80%,0.206
2013,Equivalized Personal Income,Disposable personal income,13.0,70-80%,0.112
2013,Equivalized Personal Income,Disposable personal income,13.0,80-100%,0.484
2013,Equivalized Personal Income,Disposable personal income,13.0,80-90%,0.141
2013,Equivalized Personal Income,Disposable personal income,13.0,90-100%,0.343
2013,Equivalized Personal Income,Government social benefits,30.0,0-10%,0.062
2013,Equivalized Personal Income,Government social benefits,30.0,10-20%,0.103
2013,Equivalized Personal Income,Government social benefits,30.0,20-30%,0.122
2013,Equivalized Personal Income,Government social benefits,30.0,30-40%,0.132
2013,Equivalized Personal Income,Government social benefits,30.0,40-50%,0.126
2013,Equivalized Personal Income,Government social benefits,30.0,50-60%,0.120
2013,Equivalized Personal Income,Government social benefits,30.0,60-70%,0.105
2013,Equivalized Personal Income,Government social benefits,30.0,70-80%,0.086
2013,Equivalized Personal Income,Government social benefits,30.0,80-90%,0.075
2013,Equivalized Personal Income,Government social benefits,30.0,90-100%,0.070
2013,Equivalized Personal Income,Household current transfer receipts,29.0,0-10%,0.066
2013,Equivalized Personal Income,Household current transfer receipts,29.0,10-20%,0.102
2013,Equivalized Personal Income,Household current transfer receipts,29.0,20-30%,0.120
2013,Equivalized Personal Income,Household current transfer receipts,29.0,30-40%,0.129
2013,Equivalized Personal Income,Household current transfer receipts,29.0,40-50%,0.123
2013,Equivalized Personal Income,Household current transfer receipts,29.0,50-60%,0.118
2013,Equivalized Personal Income,Household current transfer receipts,29.0,60-70%,0.103
2013,Equivalized Personal Income,Household current transfer receipts,29.0,70-80%,0.087
2013,Equivalized Personal Income,Household current transfer receipts,29.0,80-90%,0.076
2013,Equivalized Personal Income,Household current transfer receipts,29.0,90-100%,0.076
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.018
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.034
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.043
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.052
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.062
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.074
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.090
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.109
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.140
2013,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.378
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.202
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.078
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.069
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.083
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.079
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.058
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.075
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.094
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.103
2013,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.160
2013,Equivalized Personal Income,Household dividend income,28.0,0-10%,0.003
2013,Equivalized Personal Income,Household dividend income,28.0,10-20%,0.005
2013,Equivalized Personal Income,Household dividend income,28.0,20-30%,0.008
2013,Equivalized Personal Income,Household dividend income,28.0,30-40%,0.013
2013,Equivalized Personal Income,Household dividend income,28.0,40-50%,0.022
2013,Equivalized Personal Income,Household dividend income,28.0,50-60%,0.030
2013,Equivalized Personal Income,Household dividend income,28.0,60-70%,0.048
2013,Equivalized Personal Income,Household dividend income,28.0,70-80%,0.066
2013,Equivalized Personal Income,Household dividend income,28.0,80-90%,0.110
2013,Equivalized Personal Income,Household dividend income,28.0,90-100%,0.696
2013,Equivalized Personal Income,Household income,22.0,0-10%,0.018
2013,Equivalized Personal Income,Household income,22.0,10-20%,0.035
2013,Equivalized Personal Income,Household income,22.0,20-30%,0.043
2013,Equivalized Personal Income,Household income,22.0,30-40%,0.052
2013,Equivalized Personal Income,Household income,22.0,40-50%,0.063
2013,Equivalized Personal Income,Household income,22.0,50-60%,0.074
2013,Equivalized Personal Income,Household income,22.0,60-70%,0.090
2013,Equivalized Personal Income,Household income,22.0,70-80%,0.109
2013,Equivalized Personal Income,Household income,22.0,80-90%,0.140
2013,Equivalized Personal Income,Household income,22.0,90-100%,0.376
2013,Equivalized Personal Income,Household income receipts on assets,26.0,0-10%,0.005
2013,Equivalized Personal Income,Household income receipts on assets,26.0,10-20%,0.009
2013,Equivalized Personal Income,Household income receipts on assets,26.0,20-30%,0.011
2013,Equivalized Personal Income,Household income receipts on assets,26.0,30-40%,0.018
2013,Equivalized Personal Income,Household income receipts on assets,26.0,40-50%,0.028
2013,Equivalized Personal Income,Household income receipts on assets,26.0,50-60%,0.042
2013,Equivalized Personal Income,Household income receipts on assets,26.0,60-70%,0.060
2013,Equivalized Personal Income,Household income receipts on assets,26.0,70-80%,0.082
2013,Equivalized Personal Income,Household income receipts on assets,26.0,80-90%,0.127
2013,Equivalized Personal Income,Household income receipts on assets,26.0,90-100%,0.619
2013,Equivalized Personal Income,Household interest income,27.0,0-10%,0.006
2013,Equivalized Personal Income,Household interest income,27.0,10-20%,0.011
2013,Equivalized Personal Income,Household interest income,27.0,20-30%,0.014
2013,Equivalized Personal Income,Household interest income,27.0,30-40%,0.022
2013,Equivalized Personal Income,Household interest income,27.0,40-50%,0.033
2013,Equivalized Personal Income,Household interest income,27.0,50-60%,0.049
2013,Equivalized Personal Income,Household interest income,27.0,60-70%,0.067
2013,Equivalized Personal Income,Household interest income,27.0,70-80%,0.092
2013,Equivalized Personal Income,Household interest income,27.0,80-90%,0.137
2013,Equivalized Personal Income,Household interest income,27.0,90-100%,0.570
2013,Equivalized Personal Income,Personal income,1.0,0-10%,0.017
2013,Equivalized Personal Income,Personal income,1.0,0-20%,0.051
2013,Equivalized Personal Income,Personal income,1.0,10-20%,0.034
2013,Equivalized Personal Income,Personal income,1.0,20-30%,0.043
2013,Equivalized Personal Income,Personal income,1.0,20-40%,0.095
2013,Equivalized Personal Income,Personal income,1.0,30-40%,0.052
2013,Equivalized Personal Income,Personal income,1.0,40-50%,0.063
2013,Equivalized Personal Income,Personal income,1.0,40-60%,0.137
2013,Equivalized Personal Income,Personal income,1.0,50-60%,0.075
2013,Equivalized Personal Income,Personal income,1.0,60-70%,0.090
2013,Equivalized Personal Income,Personal income,1.0,60-80%,0.198
2013,Equivalized Personal Income,Personal income,1.0,70-80%,0.109
2013,Equivalized Personal Income,Personal income,1.0,80-100%,0.518
2013,Equivalized Personal Income,Personal income,1.0,80-90%,0.140
2013,Equivalized Personal Income,Personal income,1.0,90-100%,0.378
2013,Equivalized Personal Income,Personal income,1.0,Bottom 5%,0.005
2013,Equivalized Personal Income,Personal income,1.0,Equivalized 50/10 Ratio,2.25
2013,Equivalized Personal Income,Personal income,1.0,Equivalized 80/20 Ratio,2.95
2013,Equivalized Personal Income,Personal income,1.0,Equivalized 90/10 Ratio,5.56
2013,Equivalized Personal Income,Personal income,1.0,Equivalized 90/50 Ratio,2.47
2013,Equivalized Personal Income,Personal income,1.0,Equivalized Gini,0.455
2013,Equivalized Personal Income,Personal income,1.0,Mean ($2017),119465.48
2013,Equivalized Personal Income,Personal income,1.0,Mean (Nominal),114425.23
2013,Equivalized Personal Income,Personal income,1.0,Median ($2017),80171.05
2013,Equivalized Personal Income,Personal income,1.0,Median (Nominal),76788.63
2013,Equivalized Personal Income,Personal income,1.0,Top 1%,0.159
2013,Equivalized Personal Income,Personal income,1.0,Top 5%,0.282
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,0-10%,-0.003
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,10-20%,0.003
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,20-30%,0.005
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,30-40%,0.008
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,40-50%,0.014
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,50-60%,0.017
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,60-70%,0.033
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,70-80%,0.047
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,80-90%,0.079
2013,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,90-100%,0.796
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,0-10%,0.015
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,10-20%,0.034
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,20-30%,0.050
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,30-40%,0.062
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,40-50%,0.073
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,50-60%,0.083
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,60-70%,0.093
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,70-80%,0.107
