Year,Ranking,Income Concept,"NIPA Table 2.9, line Number",Quantile or Summary Metric,Value
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,80-90%,0.132
2013,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,90-100%,0.350
2013,Equivalized Personal Income,Taxes,12.0,0-10%,0.002
2013,Equivalized Personal Income,Taxes,12.0,10-20%,0.005
2013,Equivalized Personal Income,Taxes,12.0,20-30%,0.009
2013,Equivalized Personal Income,Taxes,12.0,30-40%,0.014
2013,Equivalized Personal Income,Taxes,12.0,40-50%,0.023
2013,Equivalized Personal Income,Taxes,12.0,50-60%,0.036
2013,Equivalized Personal Income,Taxes,12.0,60-70%,0.056
2013,Equivalized Personal Income,Taxes,12.0,70-80%,0.084
2013,Equivalized Personal Income,Taxes,12.0,80-90%,0.134
2013,Equivalized Personal Income,Taxes,12.0,90-100%,0.636
2013,,Compensation of employees,23.0,Total ($Billions),8835
2013,,"Contributions for government social insurance, domestic",33.0,Total ($Billions),1104
2013,,Disposable personal income,13.0,Total ($Billions),12391
2013,,Government social benefits,30.0,Total ($Billions),2363
2013,,Household current transfer receipts,29.0,Total ($Billions),2473
2013,,Household current transfer receipts from business (net),31.0,Total ($Billions),22
2013,,Household current transfer receipts from nonprofit institutions,32.0,Total ($Billions),88
2013,,Household dividend income,28.0,Total ($Billions),753
2013,,Household income,22.0,Total ($Billions),14062
2013,,Household income receipts on assets,26.0,Total ($Billions),1936
2013,,Household interest income,27.0,Total ($Billions),1183
2013,,Personal income,1.0,Total ($Billions),14069
2013,,Proprietors' income with inventory valuation,24.0,Total ($Billions),1352
2013,,Rental income of households with capital consumption adjustment,25.0,Total ($Billions),570
2013,,Taxes,12.0,Total ($Billions),1678
2013,,Unweighted Observations,,Total,51466
2013,,Weighted Observations,,Total,122951628
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,0-10%,0.009
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,10-20%,0.026
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,20-30%,0.035
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,30-40%,0.047
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,40-50%,0.060
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,50-60%,0.078
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,60-70%,0.102
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,70-80%,0.131
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,80-90%,0.171
2014,Equivalized Disposable Personal Income,Compensation of employees,23.0,90-100%,0.340
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.009
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.028
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.037
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.048
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.061
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.080
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.105
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.137
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.179
2014,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.316
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-10%,0.018
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-20%,0.056
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,10-20%,0.038
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-30%,0.048
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-40%,0.104
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,30-40%,0.057
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-50%,0.066
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-60%,0.145
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,50-60%,0.078
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-70%,0.093
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-80%,0.205
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,70-80%,0.112
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-100%,0.491
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-90%,0.142
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,90-100%,0.349
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Bottom 5%,0.005
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 50/10 Ratio,2.18
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 80/20 Ratio,2.75
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/10 Ratio,5.04
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/50 Ratio,2.31
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized Gini,0.423
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean ($2017),107424.81
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean (Nominal),104332.05
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median ($2017),75770.72
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median (Nominal),73589.28
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 1%,0.137
2014,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 5%,0.254
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,0-10%,0.060
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,10-20%,0.099
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,20-30%,0.115
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,30-40%,0.121
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,40-50%,0.121
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,50-60%,0.116
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,60-70%,0.106
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,70-80%,0.096
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,80-90%,0.086
2014,Equivalized Disposable Personal Income,Government social benefits,30.0,90-100%,0.081
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,0-10%,0.063
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,10-20%,0.098
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,20-30%,0.113
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,30-40%,0.119
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,40-50%,0.118
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,50-60%,0.113
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,60-70%,0.106
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,70-80%,0.096
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,80-90%,0.087
2014,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,90-100%,0.087
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.017
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.034
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.043
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.052
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.061
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.073
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.089
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.109
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.140
2014,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.383
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.172
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.077
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.086
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.070
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.064
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.062
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.096
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.102
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.109
2014,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.163
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,0-10%,0.002
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,10-20%,0.004
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,20-30%,0.008
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,30-40%,0.011
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,40-50%,0.019
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,50-60%,0.029
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,60-70%,0.043
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,70-80%,0.065
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,80-90%,0.111
2014,Equivalized Disposable Personal Income,Household dividend income,28.0,90-100%,0.709
2014,Equivalized Disposable Personal Income,Household income,22.0,0-10%,0.017
2014,Equivalized Disposable Personal Income,Household income,22.0,10-20%,0.034
2014,Equivalized Disposable Personal Income,Household income,22.0,20-30%,0.043
2014,Equivalized Disposable Personal Income,Household income,22.0,30-40%,0.052
2014,Equivalized Disposable Personal Income,Household income,22.0,40-50%,0.061
2014,Equivalized Disposable Personal Income,Household income,22.0,50-60%,0.073
2014,Equivalized Disposable Personal Income,Household income,22.0,60-70%,0.089
2014,Equivalized Disposable Personal Income,Household income,22.0,70-80%,0.109
2014,Equivalized Disposable Personal Income,Household income,22.0,80-90%,0.140
2014,Equivalized Disposable Personal Income,Household income,22.0,90-100%,0.381
2014,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,0-10%,0.005
